,text,id
16,"['ining', 'one', 'of', 'those', 'addlepated', 'simpletons', 'scratching', 'their', 'heads', 'in', 'confusion', 'as', 'agenius', 'unfolds', 'itself', 'on', 'their', 'tel', 'https://t', 'co/fpdy8hbdye']",3
17,"['happy', 'birthday', '@sanndstorm', 'may', 'your', 'birthday', 'be', 'filled', 'with', 'happiness', 'joy', 'love', 'and', 'success', 'god', 'bless', 'you', 'https://t', 'co/99icxuzxwm']",3
18,"['joy', 'looking', 'like', 'she', 'joined', 'in', 'on', 'that', 'one', 'pirate', 'king', 'fanmeet', 'https://t', 'co/h6sbvig19h']",3
19,"['a', 'joy', 'working', 'w/', 'talented', 'medical', 'illustrators', 'like', '@kristenlarson', '@barrowneuro', 'who', 'are', 'steeped', 'in', 'neuroanatomy', 'https://t', 'co/mdlaibuj1j']",3
20,"['i', 'just', 'got', 'an', 'iced', 'coffee', 'for', 'the', 'first', 'time', 'in', 'about', '7', 'months', 'and', 'i', 'almost', 'wept', 'with', 'joy', 'as', 'i', 'said', 'its', 'been', 'too', 'long', 'my', 'friend']",3
21,"['@almaquesiente', '@isidromargaret', 'good', 'morning', 'have', 'a', 'nice', 'saturday', 'with', 'joy']",3
22,"['@lec', 'bwipo', 'has', 'been', 'a', 'joy', 'to', 'watch', 'during', 'this', 'world', 'championship', 'i', 'think', 'we', 'should', 'add', 'him', 'to', 'the', 'unicorns', 'of', 'hum', 'https://t', 'co/8iwkubg53a']",3
23,"['@joy_flavell', '@acosta', 'deadly', 'virus', 'oh', 'you', 'mean', 'the', 'virus', 'he', 'just', 'recovered', 'from', 'to', 'bad', 'there', 'isnt', 'a', 'tds', 'vaccine', 'https://t', 'co/t7mdi2tmni']",3
24,"['not', 'joy', 'updating', 'ig', 'rn', 'this', 'is', 'crazy']",3
25,"['@bts_twt', 'we', 'are', 'frustrated', 'too', 'in', 'not', 'being', 'able', 'to', 'be', 'with', 'you', 'in', 'person', 'but', 'seeing', 'you', 'perform', 'gives', 'me', 'so', 'much', 'j', 'https://t', 'co/rflhzaimpy']",3
26,"['them', 'and', 'their', 'comforting', 'words', 'they', 'bring', 'me', 'so', 'much', 'happiness', 'and', 'joy', 'and', 'im', 'so', 'glad', 'i', 'met', 'them', 'at', 'the', 'time', 'i', 'did']",3
27,"['cdm', 'brings', 'me', 'great', 'joy']",3
28,"['@joyrossdavis', '@heanevcreates', '@laciewaldon', '@daisycatnine', '@rosanna_adancer', '@camillawrites', '@pixy727', '@sjturner_author', 'https://t', 'co/xvqk4fc1m4']",3
29,"['dr', 'kemi', 'olunloyo', 'was', 'right', 'about', '1thing', 'this', 'is', 'not', 'u', 's', 'this', 'is', 'africa', 'nigeria', 'to', 'be', 'precise', 'the', 'way', 'they', 'undere', 'https://t', 'co/3iw3aboyv7']",3
30,"['@maxithedl', 'oh', 'joy']",3
31,"['@oh_my_divinity', 'thank', 'you', 'ms', 'divinity', 'hope', 'your', 'one', 'is', 'delightful', 'and', 'full', 'of', 'joy']",3
32,"['isnt', 'joy', 'just', 'as', 'important', 'as', 'decoding', 'yes', 'it', 'is']",3
33,"['@joy_villa', 'well', 'for', 'a', 'copy', 'cat', 'she', 'definitely', ""doesn't"", 'look', 'as', 'amazing', 'as', 'you', 'do', 'maybe', ""it's"", 'the', 'biden', 'signs', 'that', 't', 'https://t', 'co/6fdkqekywy']",3
34,"['@nessamaffs06', '@leratotumi1902', '@miss_xo6', 'of', 'joy']",3
35,"['@paulaba77', '@alicitasoy', 'good', 'morning', 'have', 'a', 'nice', 'saturday', 'with', 'joy']",3
36,"[""what's"", 'something', 'that', 'brings', 'you', 'joy', 'and', 'peace', 'when', 'you', 'need', 'a', 'break']",3
37,"['finally', 'close', 'up', 'joy', 'https://t', 'co/nigujembwq']",3
38,"['@suppabadd_coach', 'you', 'do', 'bring', 'me', 'joy', 'lol', 'you', 'funny', 'af']",3
39,"['joy', 'posted']",3
40,"['@akjinbts', 'and', 'seokjin', 'even', 'says', 'that', 'he', 'only', 'felt', '50%', 'of', 'joy', 'because', 'he', ""can't"", 'see', 'armys', 'in', 'person']",3
41,"['it', 'was', 'awful', 'it', 'wasnt', 'a', 'cry', 'of', 'joy', 'he', 'was', 'really', 'sad', ':((((((', 'https://t', 'co/e4fn13vxjt']",3
42,"['wait', 'si', 'joy', 'ahajskslaksks', ""there's"", 'no', 'seulrene', 'without', 'joy', 'indeed']",3
43,"['@immaculate_riah', 'i', 'am', 'glad', 'i', 'will', 'be', 'expecting', 'it', 'very', 'soon']",3
44,"['there', 'is', 'a', 'joy', 'so', 'deep', 'that', 'it', 'can', 'embrace', 'all', 'your', 'sorrow', 'a', 'joy', 'so', 'wide', 'that', 'it', 'can', 'encompass', 'all', 'your', 'grief', 'it', 'https://t', 'co/gwjuj77dkg']",3
45,"['@tweepqreatif', 'thanks', 'david', 'everyone', 'has', 'a', 'story', ""that's"", 'true', ""we've"", 'all', 'had', 'childhoods', 'filled', 'with', 'https://t', 'co/klh0wcekri']",3
46,"['@teachinglol5', 'yes', 'one', 'of', 'the', 'catalysts', 'for', 'creating', 'our', 'nohea', 'company', 'was', 'spark', 'joy', 'and', 'how', 'we', 'want', 'to', 'do', 'that', 'for', 'https://t', 'co/cai7uine8z']",3
47,"['sometimes', 'god', 'glory', 'of', 'our', 'joy']",3
48,"['@realdonaldtrump', '@stevescully', 'it', ""didn't"", 'work', 'for', 'joy', 'reid']",3
49,"['vicky', 'johnson', 'co-founder', 'of', 'the', '@museumhappiness', 'encourages', 'us', 'to', 'get', 'to', 'know', 'what', 'brings', 'us', 'joy', 'and', 'what', 'makes', 'u', 'https://t', 'co/cr9wv93ydx']",3
50,"['@katykory', '@stewardshipamer', '@joebiden', '@realdonaldtrump', 'coming', 'from', 'someone', 'who', 'believes', 'someone', 'who', 'has', 'a', 'verifiable', 'https://t', 'co/spj3jyk5ub']",3
51,"['the', 'amount', 'of', 'happiness', 'and', 'joy', 'in', 'this', 'performance', 'hobi', '&lt', '3', 'https://t', 'co/ortjt0hy6t']",3
52,"['@shadowfootchild', 'exactly', 'there', 'are', 'people', 'saying', ""they're"", 'being', 'paid', 'too', 'much', 'mone', 'or', 'they', 'have', 'too', 'much', 'money', 'but', 'https://t', 'co/pjae3w8bb2']",3
53,"[""it's"", 'a', 'way', 'of', 'overcoming', 'every', 'obstacle', 'to', 'everlasting', 'joy', 'in', 'god', 'if', 'we', ""don't"", 'want', 'god', 'above', 'all', 'things', 'we', 'have', 'https://t', 'co/hlfmwuh1sp']",3
54,"['instagram', 'update', 'https://t', 'co/utntzidweu', 'joy', 'redvelvet', '@_imyour_joy', '@rvsmtown', 'https://t', 'co/mtbfdr3hu8']",3
55,"['@perf_jewellery', 'this', 'brings', 'us', 'joy', 'too', ""i'm"", 'smiling', '*al']",3
56,"['liberals', 'wont', 'say', '_', 'but', 'all', 'nationalists', 'retweet', 'this', '_', 'face', 'with', 'tears', 'of', 'joyface', 'with', 'tear', 'https://t', 'co/1t4wozyemq']",3
57,"['@cnnpolitics', 'pompeo', 'hillary', 'clinton', 'isnt', 'running', 'for', 'president', 'trump', 'is', 'the', 'worst', 'president', 'that', 'we', 'know', 'cruel', 'https://t', 'co/d1d53hf0ac']",3
58,"['freedom', 'of', 'speech', 'appears', 'to', 'be', 'selective', 'affording', 'certain', 'communities', 'and', 'individuals', 'rights', 'and', 'privileges', 'to', 's', 'https://t', 'co/qaskjjgeua']",3
59,"['@wagner2_0', '@metopera', 'this', 'is', 'a', 'really', 'superb', 'performance', 'everyone', 'is', 'in', 'top', 'form', 'orchestra', 'is', 'brilliant', 'under', 'lev', 'https://t', 'co/oztdg59pna']",3
60,"['@viapussavia', 'georgia', 'di', 'vance', 'joy']",3
61,"[""don't"", 'forfeit', 'what', 'god', 'has', 'for', 'you', 'because', 'of', 'the', 'waiting', 'period', 'find', 'strength', 'and', 'joy', 'in', 'the', 'waiting', 'knowing', 'he', 'https://t', 'co/3waqb55gn5']",3
62,"['theres', 'no', 'seulrene', 'without', 'joy', 'https://t', 'co/ojbsijcsla']",3
63,"['@joyisthetics', '@baetteoki', 'here', 'ya', 'go', 'when', 'theres', 'seulrene', 'theres', 'joy', 'agenda', 'https://t', 'co/ghrexjhnp6']",3
64,"['@creolepepper', 'may', 'we', 'share', 'it', 'with', 'joy']",3
65,"['[official]', '201010', 'joy', 'instagram', 'update', 'redvelvet', '@rvsmtown', 'https://t', 'co/xcqlrkt3cz', 'https://t', 'co/ppffgkdwlv']",3
66,"['joy', 'sndjoy', 'ueudj', '((', 'joy', '99', 'joy', 'joy', 'joyytt', 'https://t', 'co/enar56nng5']",3
67,"['@chrissiesmiles', 'you', 'went', 'out', 'the', 'way', 'every', 'athlete', 'dreamson', 'top', 'and', 'in', 'control', 'and', 'then', 'your', 'next', 'chapter', 'has', 'gon', 'https://t', 'co/kkmv5hd4lh']",3
68,"['joy', 'best', 'girl', 'https://t', 'co/wo3siamgzc']",3
69,"['joy', 'eze', 'was', 'shot', 'in', 'the', 'mouth', 'yesterday', 'at', 'opebi', 'bus', 'stop', 'in', 'nigeria', 'by', 'sars', 'police', 'rest', 'her', 'soul', 'endsars']",3
70,"['what', 'is', 'an', 'aseul', 'if', 'there', 'is', 'no', 'joy', '@rvsmtown', 'https://t', 'co/bybauorwue']",3
71,"['@121818a', 'im', 'so', 'so', 'grateful', 'to', 'have', 'them', 'in', 'my', 'life', 'todays', 'concert', 'was', 'surreal', 'i', 'was', 'very', 'emotional', 'and', 'thankf', 'https://t', 'co/tsqhpcgdjx']",3
72,"['one', 'of', 'the', 'greatest', 'feelings', 'of', 'joy', 'in', 'life', 'is', 'that', '7am', 'realization', 'that', 'you', 'didnt', 'in', 'fact', 'agree', 'to', 'go', 'into', 'work', 't', 'https://t', 'co/xegbvaepte']",3
73,"['happy', 'anniversary', 'to', 'my', 'beautiful', 'children', 'jodie', 'and', 'dan', 'your', 'marriage', 'has', 'brought', 'all', 'who', 'love', 'you', 'infinite', 'joy', '@mrdanfogler']",3
74,"['@ukforusa', '@dloesch', 'trump', 'is', 'just', 'plain', 'hes', 'still', 'totally', 'embarrassed', 'about', 'how', 'badly', 'he', 'got', 'trounced', 'in', 'the', 'fi', 'https://t', 'co/yc1kjaddpa']",3
75,"['signing', 'off', 'niteflirt', 'for', 'a', 'while', 'but', 'you', 'can', 'still', 'buy', 'my', 'goodies', 'at', 'https://t', 'co/l0bfweo3e9']",3
76,"['the', 'lack', 'of', 'lost', 'blood', 'brings', 'joy', 'to', 'my', 'ears', 'it', 'feels', 'like', 'a', 'breath', 'of', 'fresh', 'air']",3
77,"['may', 'i', 'call', 'you', 'mommy', 'joy', 'https://t', 'co/gebycicprg']",3
78,"['wishing', 'a', 'best', 'birthday', 'to', 'the', 'most', 'amazing', 'guy', 'i', 'know', 'here', ""who's"", 'my', 'favorite', 'srk', 'admirer', 'on', 'your', 'big', 'day', 'i', 'wis', 'https://t', 'co/ozytp9me0l']",3
79,"['@stray_kids', 'skz', 'they', 'are', 'the', 'source', 'of', 'my', 'happiness', 'joy', 'laughter', 'sadness', 'hope', 'and', 'everything', 'in', 'this', 'world', 'n', 'https://t', 'co/k11dwmuqji']",3
80,"['@lyna91fr', '@bts_twt', 'im', 'sorry', 'even', 'in', 'times', 'of', 'joy', 'and', 'purity', 'i', 'have', 'a', 'one', 'track', 'mind']",3
81,"['@itstoad_', 'we', 'also', 'had', 'the', 'pure', 'joy', 'of', 'saturday', 'morning', 'cartoons', 'no', 'helicopter', 'parents', 'calling', 'and', 'it', 'us', 'every', '15', 'm', 'https://t', 'co/5hzhzdnnmu']",3
82,"['oh', 'to', 'have', 'nature', 'walks', 'and', 'late', 'night', 'dates', 'with', 'joy', 'https://t', 'co/90x946p5zg']",3
83,"['@vickykramer16', 'god', 'bless', 'you', 'vicky', 'i', 'wish', 'joy', 'peace', 'happiness', 'and', 'love']",3
84,"['okay', 'wait', 'i', 'need', 'to', 'rest', 'first', 'omyghaadd', 'joy', 'waiiittt']",3
85,"['@seanhannity', 'oh', 'i', 'cant', 'wait', 'for', 'this', 'jumping', 'for', 'joy', 'yippee']",3
86,"[""don't"", 'i', 'repeat', ""don't"", 'allow', 'this', 'protest', 'to', 'have', 'a', 'leader', 'they', ""didn't"", 'call', 'us', 'out', ""that's"", 'the', 'joy', 'of', 'it', 'so', ""they're"", 'https://t', 'co/emt3z0bq3f']",3
87,"['whenever', 'you', 'call', 'turning', 'up', 'kaito', 'rock', 'this', 'mada', 'minu', 'sekai', 'e', 'always', 'shake', 'it', 'niji', 'no', 'kakera', '~no', 'rain', 'n', 'https://t', 'co/3qglyec7kb']",3
88,"['@bts_twt', 'good', 'job', 'everyone', 'you', 'did', 'great', 'more', 'than', 'great', 'hahahha', 'even', 'though', 'i', ""didn't"", 'watch', 'i', 'know', 'you', 'did', 'a', 'gr', 'https://t', 'co/5bn057yleb']",3
89,"['songs', 'that', 'changed', 'music:', 'love', 'will', 'tear', 'us', 'apart', '-', 'joy', 'division', 'https://t', 'co/szslzdiaj1']",3
90,"['where', 'there', 'is', 'seulrene', 'there', 'is', 'joy', 'https://t', 'co/6jedhcgwwq']",3
91,"['omg', 'when', 'life', 'feels', 'like', 'a', 'hard', 'plight', 'i', 'find', 'my', 'joy', 'peace', 'strength', 'in', 'you', 'i', 'fell', 'in', 'love', 'with', 'your', 'simplici', 'https://t', 'co/gfbpyffdxa']",3
92,"['also', 'having', 'a', 'long', 'overdue', 'tidy', 'of', 'my', ""'space'"", 'as', 'well', 'as', 'listening', 'to', 'the', 'audiobook', 'of', 'spark', 'joy', 'by', 'marie', 'kondo', 'as', 'i', 'do', 'so']",3
93,"['the', 'real', 'joy', 'being', 'an', 'architect', 'is', 'making', 'our', 'clients', 'dreams', 'come', 'true', 'thank', 'you', 'lord', 'de', 'guzman', 'https://t', 'co/4zembunihr']",3
94,"['[official]', '201010', 'joy', 'instagram', 'update', 'redvelvet', '@rvsmtown', 'https://t', 'co/lwdox1smo5', 'https://t', 'co/gopmf3snqc']",3
95,"['@sotorubila', 'good', 'morning', 'have', 'a', 'nice', 'saturday', 'with', 'joy']",3
96,"['i', 'miss', 'idol', 'joy']",3
97,"['@housewivesofslc', 'how', 'unoriginal', '@joy_villa', 'did', 'it', 'first', 'best']",3
98,"['@ronnis_joy', 'if', ""that's"", 'the', 'question', 'the', 'simple', 'answer', 'is', 'no', 'now', 'stop', 'stressing', 'your', 'brain', 'collect', 'your', 'a', 'on', 'the', 'paper', 'and', 'move', 'on']",3
99,"['@dailycaller', 'utter', 'bs', 'radical', 'propaganda', 'joy', 'reid', 'the', 'biggest', 'racist', 'in', 'mainstream', 'media']",3
100,"['@amazonin', '@amazondotin', 'amazondoortohappiness', 'colours', 'of', 'the', 'world', 'are', 'a', 'true', 'joy', 'to', 'me', 'and', 'the', 'door', 'that', 'takes', 'me', 'https://t', 'co/jo1bp1zlgx']",3
101,"['@vinn_ayy', 'mr', 'thomas', 'i', 'just', 'had', 'the', 'joy', 'of', 'discovering', 'you', 'you', 'are', 'effing', 'hilarious', 'every', 'video', 'of', 'yours', 'has', 'https://t', 'co/neno0jghjq']",3
102,"['stray', 'kids', 'has', 'always', 'been', 'my', 'source', 'of', 'joy', 'their', 'music', 'passion', 'and', 'drive', 'to', 'do', 'their', 'best', 'brought', 'me', 'to', 'their', 'la', 'https://t', 'co/njcv29briu']",3
103,"['@jackbear62', 'why', 'did', 'this', 'make', 'me', 'cry', 'what', 'is', 'wrong', 'with', 'me', 'i', 'still', 'find', 'joy', 'in', 'things', 'and', 'have', 'hope', 'so', 'i', ""don't"", 'think', ""i'm"", 'depressed']",3
104,"['those', 'were', 'the', 'best', '2', 'and', 'a', 'half', 'hours', 'of', 'this', 'year', 'they', 'made', 'me', 'realize', 'how', 'grateful', 'i', 'am', 'to', 'bts', 'for', 'bringing', 'suc', 'https://t', 'co/lzzkplaass']",3
105,"['@sotorubila', 'good', 'morning', 'have', 'a', 'nice', 'saturday', 'with', 'joy']",3
106,"['@_shine_joy', 'which', 'pb', 'po', 'the', 'lrpb', 'is', 'not', 'available', 'na', 'e']",3
107,"['@bonzoixofmn', '@merielmyers', 'i', 'wish', 'i', 'could', 'hate', 'this', ""you're"", 'an', 'incredible', 'person', 'warm', 'sincere', 'intelligent', 'and', 'https://t', 'co/iuiyks2gen']",3
108,"['@bts_twt', 'yoooongiiiiiaaaaa', 'thank', 'you', 'for', 'todayy', 'you', 'guys', 'did', 'well', 'thank', 'you', 'for', 'give', 'us', 'a', 'joy', 'a', 'happiness', 'https://t', 'co/m1ybneisnf']",3
109,"['@manchestermusi4', '@albumdayuk', 'just', 'beats', 'joy', 'division', 'https://t', 'co/i1ewvtv999']",3
110,"['gourmet', 'soul', 'saturday', 'do', 'something', 'that', 'brings', 'you', 'joy', 'saturdayvibes']",3
111,"['saturday', 'blessings', 'to', 'you', 'i', 'pray', 'your', 'day', 'is', 'filled', 'with', 'peace', 'hope', 'gratitude', 'and', 'joy', 'lord', 'god', 'you', 'are', 'so', 'awes', 'https://t', 'co/dlxmn081ue']",3
112,"['___', 'anything', 'do', 'you', 'love', 'something', 'that', 'makes', 'you', 'feel', 'everything', 'all', 'at', 'once', 'the', 'pain', 'sadness', 'joy', 'https://t', 'co/ysgdsy7zvx']",3
113,"['@bts_twt', 'you', 'guys', 'have', 'worked', 'hard', 'today', 'to', 'bring', 'us', 'joy', 'through', 'your', 'amazing', 'performances', 'stage', 'and', 'also', 'for', 'gi', 'https://t', 'co/scsithknak']",3
114,"['@joan0fsnark', 'killing', 'joy:', 'feminism', 'and', 'the', 'history', 'of', 'happiness', 'by', 'sara', 'ahmed', '(2010', 'isnt', 'super', 'recent', 'but', 'this', 'writ', 'https://t', 'co/tuzyz9mnhr']",3
115,"['jason', '(@dynamitecork)', '-', 'i', 'admire', 'so', 'much', 'but', 'most', 'importantly', 'i', 'admire', 'your', 'ability', 'to', 'use', 'your', 'talents', 'to', 'bring', 'j', 'https://t', 'co/5lhc8yng50']",3
116,"['yes', 'joy', 'yes', 'https://t', 'co/99sgxunxry']",3
117,"['@joyvbehar', 'u', 'are', 'nuts', 'joy', 'believing', 'in', 'socialism', 'with', 'biden', 'what', 'is', 'wrong', 'with', 'u']",3
118,"['all', 'love', 'taste', 'simply', 'the', 'best', 'if', 'man', 'woman', 'in', 'tune', 'try', 'heart', 'virgo', 'sign', 'myself', 'born', 'lovers', 'understanding', 'females', 't', 'https://t', 'co/pllhht7nva']",3
119,"['justin', 'jefferson', 'has', 'been', 'displaying', 'randy', 'moss', 'style', 'traits', ""he's"", 'a', 'joy', 'to', 'watch', 'get', 'him', 'where', 'you', 'can']",3
120,"['most', 'recently', 'been', 'another', 'wonderful', 'little', 'adventure', 'written', 'by', '@rose962_matt', 'and', 'also', 'starring', 'the', 'awesome', 'https://t', 'co/zlrmodgkee']",3
121,"['joy', 'apprearing', 'everytime', 'aseul', 'breathes', 'we', 'love', 'this', 'friendship']",3
122,"['omg', 'joy', ""that's"", 'illegal', 'https://t', 'co/flxa8tethc']",3
123,"['im', 'imagining', 'maybe', '13', 'years', 'from', 'now', 'when', 'they', 'do', 'their', '20th', 'anniversary', 'concert', 'this', 'is', 'how', 'its', 'gonna', 'be', 'like', 's', 'https://t', 'co/c6fs7e2eza']",3
124,"['fk', 'and', 'co', 'raised', 'over', 'a', 'millions', 'naira', 'for', 'feed', 'the', 'protesters', 'and', '5', 'million', 'for', 'joy', 'eze', 'your', 'giant', 'thinks', 'his', 'mo', 'https://t', 'co/ou416wnm4f']",3
125,"['@/_imyour_joy', 'hello', ':', 'waiting', 'for', 'u', 'to', 'drop', 'the', 'other', 'pictures', 'where', 'are', 'the', 'other', 'pictures', 'queen', 'this', 'is', 'https://t', 'co/zpo1onkia5']",3
126,"['@heartangelp', '@hanabira54', '@ofcyamyam', '@gucong_yamyam', 'anong', 'dinner', 'mo', 'team', 'layf', 'unbreakable', '@gucong_yamyam']",3
127,"['now', 'please', 'please', 'please', 'focus', 'on', 'dynamite', 'and', 'jimin', 'songs', 'for', 'his', 'birthday', 'we', 'cant', 'fall', 'behind', 'we', 'need', 'to', 'surround', 'https://t', 'co/zwqnme5rde']",3
128,"['lot', 'of', 'tears', 'shed', 'last', 'night', 'at', 'coronadaysplays', 'with', 'the', 'wonderful', 'play', 'the', 'laramie', 'project', 'id', 'never', 'heard', 'of', 't', 'https://t', 'co/aercpv7r9c']",3
129,"['the', 'joy', 'in', 'little', 'things', 'jis', 'se', 'din', 'kya', 'maheene', 'banathe', 'hain', 'yehundinonkibaathai', 'https://t', 'co/oblc6xcxip']",3
130,"['i', 'actually', 'cried', 'tears', 'of', 'joy', 'this', 'morning', 'first', 'run', 'in', '12', 'weeks', 'iruntoburnoffthecrazy', 'https://t', 'co/wyj0weiuwc']",3
131,"['i', 'love', 'how', 'everyone', 'in', 'tennis', 'thinks', 'meditation', 'is', 'a', 'new', 'thing', 'https://t', 'co/2rmsz06hon']",3
132,"['reveluvs', ':', 'omg', 'aseul', ""irene's"", 'bangs', ""seulgi's"", 'hair', 'joy', ':', 'excuse', 'me', 'i', 'want', 'your', 'attention', 'too']",3
133,"['today', 'free', 'webinar', 'radiance', 'with', 'joy', 'caffrey', '11', 'am', 'centra', '-', 'https://t', 'co/ofw3bumwfb', 'https://t', 'co/edeyvk1ezz']",3
134,"['this', 'brings', 'me', 'so', 'much', 'joy', 'https://t', 'co/ea6grwukdv']",3
135,"['@itznotu_itzdee', 'i', 'hope', 'i', 'bring', 'you', 'joy', 'because', 'you', 'definitely', 'bring', 'me', 'joy', 'sis', 'i', 'be', 'dead', 'ass', 'laughing', 'loud', 'asf', 'at', 'work']",3
136,"['you', 'really', 'cant', 'have', 'seulrene', 'without', 'joy', 'hahahaha']",3
137,"['may', 'god', 'be', 'merciful', 'and', 'bless', 'us', 'may', 'his', 'face', 'smile', 'with', 'favor', 'on', 'us', 'may', 'his', 'ways', 'be', 'known', 'throughout', 'the', 'earth', 'https://t', 'co/z2xmaiovjo']",3
138,"['after', ""aseul's"", 'performance', 'joy', 'posted', 'a', 'photo', 'on', 'ig', 'yup', ""there's"", 'no', 'sr', 'without', 'joy', 'talaga', 'https://t', 'co/4wyepwiuri']",3
139,"['@ev1lm1nnow', '@divinecomedyhq', 'o', 'what', 'joy', 'what', 'rapture', 'my', 'box', 'set', 'has', 'arrived', 'suitably', 'exquisite', 'presentation', 'accom', 'https://t', 'co/cdp6hk8yrx']",3
140,"['joy', 'is', 'my', 'mum', 'finding', 'my', 'long-lost', 'lululemon', 'pants', 'after', 'i', 'only', 'wore', 'them', 'a', 'handful', 'of', 'times', 'i', 'even', 'bought', 'a', 'diff', 'pair', 'to', 'replace', 'them']",3
141,"['im', 'so', 'happy', 'to', 'have', 'yuto', 'in', 'my', 'life', ""you've"", 'no', 'idea', 'how', 'much', 'he', 'brings', 'joy', 'and', 'motivation', 'in', 'my', 'life']",3
142,"['my', 'dear', 'sunshine', '@rvsmtown', 'redvelvet', 'joy', 'parksooyoung', 'sooyoung', 'https://t', 'co/ztlartmvmg']",3
143,"['bro', 'ego', 'is', 'the', 'best', 'song', 'to', 'perform', 'offline', 'like', 'imagine', 'the', 'pure', 'joy', 'we', 'would', 'get', 'if', 'we', 'seeing', 'it', 'offline']",3
144,"['where:', 'jimin', 'a', 'noble', 'who', 'is', 'attuned', 'to', 'loneliness', 'but', 'finds', 'a', 'small', 'piece', 'of', 'joy', 'in', 'the', ""town's"", 'nightly', 'festivitie', 'https://t', 'co/qi6bayxokh']",3
145,"['she', 'brings', 'me', 'joy', ':(', 'https://t', 'co/rh96ggmg9k']",3
146,"['four', 'names', 'we', 'are', 'considering', 'for', 'our', 'new', 'bundle', 'of', 'joy:', 'https://t', 'co/hy2lalb6pv', 'https://t', 'co/zbrm15egtw']",3
147,"['friends', 'i', 'know', 'ff', 'is', 'a', 'faded', 'remnant', 'of', 'twitter', 'past', 'but', 'i', 'started', 'following', 'the', 'moons', 'wife', 'a', 'while', 'back', 'and', 's', 'https://t', 'co/wgbklqdlcc']",3
148,"['fubuki', 'singing', 'gives', 'joy', 'to', 'my', 'life', 'https://t', 'co/09fxcis0o2']",3
149,"['you', 'can', 'talk', 'to', 'me', 'after', 'the', 'crying', 'break', 'cuz', 'im', 'crying', 'this', 'gives', 'me', 'to', 'much', 'joy', 'https://t', 'co/xi6jiforpi']",3
150,"['@mochichimjimini', '@dramalets', '@killingprfction', '@deepslowpanic1', '@allways__always', 'awww', 'love', 'you', 'all', 'im', 'so', 'blessed', 't', 'https://t', 'co/5hjv7nqo5o']",3
