,text,id
88,"['and', 'yes', ""i'm"", 'a', 'mess', 'but', ""i'm"", 'blessed', 'to', 'be', 'stuck', 'with', 'you', 'sometimes', 'it', 'gets', 'unhealthy', 'we', ""can't"", 'be', 'by', 'ourselves', ""we'l"", 'https://t', 'co/buvw9sljt2']",1
89,"['happy', 'friday', 'enjoy', 'our', 'sale', 'all', 'weekend', 'long', 'no', 'code', 'needed', 'automatically', 'at', 'checkout', 'with', 'orders', '$40', 'or', 'm', 'https://t', 'co/68jghdbrfk']",1
90,"['happy', 'friday', 'and', 'happy', 'long', 'weekend', 'to', 'all', 'my', 'canadians']",1
91,"['another', 'team', 'of', 'escape', 'room', 'winners', 'happy', 'friday', 'https://t', 'co/kj93oqumux']",1
92,"['thank', 'you', 'marcus', 'gene', '@thewuwu', 'this', 'makes', 'me', 'so', 'happy', 'love', 'you', 'both', 'https://t', 'co/2vk1ynwcwr']",1
93,"['@greekgodpapadon', '@bwostevie', 'happy', 'birthday', 'big', 'stevie', 'cool']",1
94,"['@srinivas4ntr', '@tarak9999', 'edit', 'chimpesinav', 'happy', 'birthday']",1
95,"['@wholesometits', 'i', 'love', 'you', 'you', 'are', 'so', 'beautiful', 'your', 'tits', 'are', 'so', 'wholesome', 'your', 'amazing', 'thank', 'you', 'for', 'the', 'wake', 'up', 'vi', 'https://t', 'co/shcdntq0we']",1
96,"['hey', 'soul', 'sister', 'makes', 'me', 'so', 'happy', 'he', 'is', 'just', 'strumming', 'that', 'guitar']",1
97,"['got', 'so', 'happy', 'that', 'im', 'finally', 'getting', 'dms', 'but', 'it', 'turned', 'out', 'to', 'be', 'spam', 'links']",1
98,"['@gricelperalta2', '@mayzee321', '@sabinedi63', '@baarsmieke', '@janelisbon12b', '@spiritdancing23', '@fong_janet', '@l_goyns', '@zuni_77', 'https://t', 'co/umxelqqzca']",1
99,"['happy', 'independence', 'day', 'today', 'africaunite', 'our', 'uganda', 'brothers', 'and', 'sisters', 'bss', 'wayborderhorizon', 'https://t', 'co/zcbqdh4u4j']",1
100,"['@emrazz', 'happy', 'birthday']",1
101,"['dear', '@ngrsenate', '@housengr', '@ngrpresident', 'we', ""don't"", 'want', 'any', 'bloody', 'reformation', 'or', 'ban', 'of', 'sars', 'scrap', 'it', 'totally', 're', 'https://t', 'co/jskzfi5ioj']",1
102,"['@mdnij34', 'hes', 'complicit', 'he', 'hasnt', 'denounced', 'white', 'supremacy', 'and', 'he', 'hasnt', 'come', 'out', 'saying', 'he', 'is', 'happy', 'gretchen', 'wi', 'https://t', 'co/b2rysj4xl5']",1
103,"['thikbhulbhuleaami', 'really', '@yash_dasgupta', 'i', 'love', 'you', 'alot', 'why', ""don't"", 'u', 'https://t', 'co/ovecg8ixnm']",1
104,"['@_10102016', '@cube_ptg', 'happy', '4ever', 'with', 'pentagon', 'happy4everwithpentagon', '__4', '@cube_ptg', 'pentagon']",1
105,"['you', 'know', 'the', 'drill', 'furries', 'lets', 'wish', 'another', 'friend', 'a', 'happy', 'birthday', 'https://t', 'co/0eu3ut58vk']",1
106,"['happy', 'birthday', 'to', 'our', 'baby', 'yangyang', '@wayv_official', '@nctsmtown', 'ourliuyangyangday', '1010', 'https://t', 'co/mpd234vrs7']",1
107,"['happy', 'friday', 'everyone', 'you', 'all', 'look', 'great', 'today']",1
108,"['@cubeunited', '@cubeclc', 'happy', 'birthday', 'my', 'queen', 'oh', 'seunghee', 'oh_seunghee', 'seunghee', '__26_', 'https://t', 'co/hmvcrgb944']",1
109,"['happy', 'wedding', 'kak', 'fida', 'dan', 'suami', ""i'm"", 'so', 'happy', 'for', 'you', 'wishing', 'you', 'a', 'long', 'and', 'happy', 'marriage', 'semoga', 'sakinah', 'ma', 'https://t', 'co/1tpsn9jomp']",1
110,"['sigh', 'i', 'am', 'sad', 'and', 'will', 'probably', 'be', 'grouchy', 'all', 'day', 'that', 'this', 'is', 'the', 'third', 'job', 'offer', 'ive', 'had', 'to', 'decline', 'opportunit', 'https://t', 'co/5lwtextkyj']",1
111,"['happy', 'pentagon', 'day']",1
112,"['@reppindabay415', 'yay', 'so', 'happy', 'to', 'see', 'you', 'again', 'my', 'dear', 'friend']",1
113,"['to', 'oomf', 'it', 'must', 'be', 'a', 'happy', 'day', 'for', 'you', 'cause', 'i', 'didnt', 'bring', 'that', 'tweet', 'in', 'your', 'tl', '(blessed', 'my', 'oomf)']",1
114,"['happy', 'bday', 'https://t', 'co/hehcvxhptf']",1
115,"['@livingscribe', 'jesus', 'christ', 'i', 'swear', 'these', 'ppl', 'are', 'too', 'much', 'why', 'cant', 'they', 'be', 'happy', 'for', 'her', 'it', 'takes', 'effort', 'good', 'for', 'her']",1
116,"['happy', 'birthday', 'to', 'this', 'cute', 'angel', 'yangyang', 'youre', 'a', 'blessing', 'to', 'all', 'international', 'fans', 'you', 'deserve', 'nothing', 'but', 't', 'https://t', 'co/3gopi2zdfx']",1
117,"['@axeguy50', 'mmm', 'dont', 'delete', 'happy', 'friday']",1
118,"['@wfp_ethiopia', '@wfp', '@swomamo', '@ocha_ethiopia', '@wfp_africa', 'happy', 'to', 'see', 'this', 'keep', 'it', 'going', 'congrats']",1
119,"['@glimmer517', '@foxnews', 'stay', 'safe', 'and', 'happy', '*smile*']",1
120,"['@starslitsky', 'loving', 'sk', 'wth', 'all', 'her', 'heart', 'nd', 'posting', 'all', 'beautiful', 'edits', 'nd', 'tweets', 'of', 'it', 'ughh', 'it', 'makes', 'my', 'heart', 'so', 'https://t', 'co/wegk2g1zwn']",1
121,"['@swati_ikr', 'all', 'farmers', 'are', 'happy']",1
122,"['@pkapostol', 'happy', 'birthday', 'butet', 'ingat', 'always']",1
123,"['happy', 'friday', 'follow', 'me', 'on', 'instagram', 'at', 'https://t', 'co/qnkphqwhj1', 'check', 'out', 'my', 'new', 'posts', 'fridayvibes', 'https://t', 'co/z5l9zy9ixx']",1
124,"[""i'm"", 'just', 'happy', 'my', 'urdu', 'counting', 'is', 'as', 'good', 'as', '@wasimakramlive', 'nationalt20cup']",1
125,"['happy', '80th', 'birthday', 'john', 'lennon']",1
126,"['@bestfightpicks', 'happy', 'bday', 'hopefully', 'our', 'braves', 'give', 'ya', 'a', 'world', 'series', 'stay', 'cool', 'and', 'cheers']",1
127,"['happy', 'friday', 'for', 'the', 'first', 'time', 'in', '2', 'years', 'i', 'feel', 'well', 'rested']",1
128,"['happy', 'friday', ""here's"", 'something', 'funny', 'to', 'start', 'your', 'weekend', ""we're"", 'back', 'in', 'action', 'tomorrow', 'morning', 'if', 'you', 'need', 'us', 'https://t', 'co/kjufmj57vx']",1
129,"['something', 'about', 'black', 'women', 'absolutely', 'dominating', 'the', 'music', 'industry', 'at', 'the', 'moment', 'makes', 'my', 'souls', 'very', 'happy']",1
130,"['happy', 'friday', 'we', 'are', 'starting', 'to', 'see', 'some', 'lovely', 'autumn', 'colors', 'our', 'october', 'photo', 'challenge', 'continues', 'give', 'me', 'that', 'https://t', 'co/prgwp1poh1']",1
131,"['@patmseymourva', 'risk', 'of', 'rain', '2', 'is', 'awesome', 'and', 'i', 'didnt', 'know', 'you', 'play', 'that', 'and', 'now', 'i', 'do', 'and', 'now', 'i', 'am', 'happy']",1
132,"['@karmaxkatelyn', 'so', 'happy', 'for', 'you']",1
133,"['@heyyymilordd', 'happy', 'color', 'pretty', 'sure', 'students', 'depression', 'dropped', 'to', '0%']",1
134,"['@ecr9495', '14', 'happy', 'birthday', 'ecr', 'everycallerwins', 'https://t', 'co/vass4nauwz']",1
135,"['happy', 'yin', 'day', 'at', '4', 'he', 'is', 'mickey', 'reference:', '@yinyin_anw', 'https://t', 'co/xkvepsz8ro']",1
136,"['@himemoriluna', 'happy', 'birthday']",1
137,"['happy', 'birthday', 'bro', 'hope', 'you', 'have', 'a', 'good', 'one', '@1cooley_']",1
138,"['happy', 'birthday', 'our', 'yangyang', 'ourliuyangyangday', '1010', '10__', 'https://t', 'co/fnvfe65ogo']",1
139,"['niallhoranisloved', 'love', 'you', 'so', 'much', 'nialler', 'you', 'make', 'us', 'so', 'happy', 'https://t', 'co/hicibbgpuh']",1
140,"['happy', 'leif', 'erikson', 'day']",1
141,"['@carlyledisco', '@iingwen', 'happy', 'national', 'day', 'in', 'advance', 'love', 'frm', 'india']",1
142,"['happy', 'independence', 'day', 'nandos']",1
143,"['@costtaconcordia', 'just', 'thinking', 'about', 'her', 'being', 'the', 'ultimate', 'boxer', 'makes', 'me', 'happy', 'https://t', 'co/qygbe2sr8i']",1
144,"['@dwdarlingharry', 'how', 'i', 'literally', 'told', 'you', 'i', 'loved', 'you', 'and', 'want', 'you', 'to', 'go', 'back', 'to', 'phoebe', 'if', 'it', 'makes', 'you', 'happy']",1
145,"['to', 'loggers', 'young', 'and', 'old', '-', 'happy', 'homecoming', 'and', 'family', 'weekend', 'alwaysalogger', 'https://t', 'co/ctpzc16upo']",1
146,"['@asisatoshoala', 'happy', 'birthday', 'crush', 'may', 'allah', 'in', 'his', 'infinite', 'can-do', 'continue', 'to', 'watch', 'over']",1
147,"['@bohobeansuk', 'ahaha', 'omg', 'im', 'so', 'glad', 'u', 'found', 'them', 'im', 'so', 'so', 'happy', 'u', 'like', 'them']",1
148,"['people', 'are', 'usually', 'happy', 'to', 'help', 'one', 'another', 'out', 'that', 'is', 'until', 'they', 'are', 'told', 'it', 'is', 'acceptable', 'to', 'dump', 'the', 'responsi', 'https://t', 'co/d1w8ucou0x']",1
149,"['@kateleyn', '@minecraft', 'i', 'hope', 'axolotl', 'friend', 'with', 'warden', 'so', 'can', 'have', 'axolotl', 'frien', 'and', 'warden', 'frien', 'and', 'be', 'happy']",1
150,"['@meltedmatt1', '@ukcovid19stats', 'i', 'want', 'to', 'happy', 'about', 'todays', 'figures', 'but', 'waiting', 'fir', 'them', 'to', 'come', 'out', 'and', 'say', 'we', 'left', 'https://t', 'co/0hzxhuhsum']",1
151,"['me', 'tryin', 'to', 'reach', 'the', 'happy', 'on', 'the', 'top', 'shelf', 'but', 'i', 'am', 'only', '52', 'and', 'i', 'cannot', 'reach']",1
152,"['@cubeunited', '@chaerso', '@cubeclc', 'happy', 'birthday', 'oh', 'seunghee', '__26_', 'goldenvoiceseungheeday', 'clc', 'oh_seunghee']",1
153,"['im', 'sososo', 'happy', 'omg']",1
154,"['happy', 'birthday', 'to', 'lovely', 'wayv', 'maknae', '@wayv_official', '@nctsmtown', 'yangyang', 'ourliuyangyangday', '1010', 'https://t', 'co/b3usxxe7zl']",1
155,"['happy', 'birthday', 'to', 'the', 'most', 'fun', 'person', 'i', 'know', 'thank', 'you', 'yangyang', 'for', 'always', 'radiating', 'such', 'happy', 'and', 'fun', 'vibes', 'eve', 'https://t', 'co/iluvqa2208']",1
156,"['happy', 'birthday', 'to', '@myers_kwu', 'an', 'absolute', 'lunatic', 'but', 'loyal', 'as', 'they', 'come', 'have', 'a', 'great', 'day', 'legend', 'https://t', 'co/4ipcjbaijx']",1
157,"['happy', 'heavenly', 'bday', 'to', 'my', 'idol', 'eddie', 'vivalaraza', 'https://t', 'co/dq62bq1ydq']",1
158,"['a', 'lovely', 'quote', 'to', 'end', 'the', 'day', 'on', 'happy', 'friday', 'all', 'alnfriday', 'additionallearningneeds', 'sen', 'https://t', 'co/m0axxfd2io']",1
159,"['@gabriel47x', 'youre', 'so', 'awesome', 'im', 'so', 'glad', 'you', 'appreciate', 'my', 'art', 'man', 'you', 'have', 'no', 'idea', 'how', 'happy', 'it', 'makes', 'me']",1
160,"['i', 'know', ""you're"", 'happy', 'and', 'that', ""you're"", 'back', 'with', 'grandpa', 'i', 'wish', 'you', 'could', 'make', 'this', 'hurt', 'go', 'away', 'i', 'never', 'regret', 'the', 'https://t', 'co/za1dnxove9']",1
161,"['she', 'is', 'happy', ':(', 'https://t', 'co/qfppriwte9', 'https://t', 'co/mrzjbhkkdc']",1
162,"['you', 'see', 'the', 'love', 'for', 'filipinos', 'for', '@blackpink', 'and', '@taylorswift13', 'i', 'started', 'with', 'taylor', 'way', 'back', 'highschool', 'im', 'https://t', 'co/x8ohpsct13']",1
163,"['happy4everwithpentagon', 'already', 'four', 'years', 'have', 'passed', 'i', 'love', 'you', 'more', 'than', 'yesterday', 'i', 'am', 'happy', 'because', 'of', 'you', 'https://t', 'co/yqfrdnrrrm']",1
164,"['happy', 'birthday', 'ourliuyangyangday', '1010', '10__', 'https://t', 'co/vovjwhz0ur']",1
165,"['@emrazz', 'from', 'a', '200-followers', 'tweeter', 'to', 'a', '200000', 'followers', 'queen', 'happy', 'birthday']",1
166,"['@paisleygina', 'happy', 'birthday']",1
167,"['@kevankenney', '@arashi5official', '@mtv', 'thanks', 'for', 'giving', 'us', 'this', 'wonderful', 'opportunity', ""i'm"", 'so', 'happy', 'to', 'hear', 'that', 'https://t', 'co/yxvgzymdwj']",1
168,"['i', 'hope', 'youre', 'safe', 'and', 'happy', 'please', 'always', 'be', 'safe', 'love', 'your', 'once', 'but', 'no', 'longer', 'bubba', 'x']",1
169,"['@itzsuperspeakin', '@jashandreirblx', 'happy', 'birthday', 'super']",1
170,"['@kiwi_butterfly', 'happy', 'led', '@christianbjoy']",1
171,"['@gr8bychoice574', 'happy', 'birthday']",1
172,"['customer:', 'i', 'want', 'to', 'speak', 'to', 'your', 'supervisor', 'me:', '(knowing', 'the', 'wait', 'time', 'for', 'ehd', '10+', 'min)', 'id', 'be', 'more', 'than', 'happy', 'to', 'xfer', 'your', 'call']",1
173,"['good', 'morning', 'happy', 'friday', 'if', 'you', 'did', 'not', 'pick', 'up', 'materials', 'for', 'your', 'student', 'and', 'or', 'the', 'fun', 'run', 't-shirt', 'and', 'badge', 'https://t', 'co/nwqwovgfle']",1
