text,id
"For 1), we all were teased in school...2) Black Panther didn't affect me. I don't want to be Nigerian bcuz of a fic… https://t.co/HdjiEYsKX9",1
"Seokjinie, I missed you so much! 🥺🥺 So happy to see you post! 😍😍
Can't wait for the concert! 🥰🥰 Love you so much, b… https://t.co/3bHUjkjpS3",1
Happy birthday my nigga https://t.co/oCmXPxOusu,1
@ENBYLWT that’s huge omg i’m so happy for you 🥺🥺,1
"@cubeunited @CUBE_PTG HAPPY ANNIVERSARY, I'M SO PROUD OF YOU. THANKS FOR EVERYTHING💜💜",1
@LegendaryEnergy Nah bruh.. They’re drunk on beer &amp; pizza and just happy to sit on their fat asses and not think wh… https://t.co/wjVlOw0em3,1
"@vmkooker @audriseptiaaa My favv chaotic line🤣🤣. Imagine having a circle of friends like jijinjung, of course I can… https://t.co/C1bwJMs5fh",1
Fufufu~ ♪ I’m happy to be 'friends' with Shu as well.,1
HAPPY ANNIV TO MY FAVE LABEL &lt;3 #HAPPYANNIVERSARYAOMG https://t.co/FQeREgpU8L,1
"@DistillMike Happy birthday Mike!!!

This is the ultimate thread!",1
"Then they came for the Jews, and I did not speak out—because I was not a Jew.

Then they came for me—and there was… https://t.co/OwRRDnU45Z",1
@sunnyybloom Oh I get you sm believe me. Math&lt;&lt;&lt;&lt; yeah I’m still doing school but it’ll be over quick 😀 and I’m happy it’s fridaaayy 😌,1
@PaisleyGina Happy Birthday!,1
Tonight? I believe and 24/7 through the weekend. But you’ll have to check their Facebook I’m not 100% sure. I’m hap… https://t.co/WspKq0DI76,1
"Happy birthday to my Uncle Eddie, I miss you like crazy. 

Eras mi familia, por siempre y para siempre! ❤❤😭😭 https://t.co/9TJh9x1DHW",1
Lol happy birthday 🎁 https://t.co/rqtDGvzQmT,1
"Haan.I mean from heaven-the god's place he @itsSSR  wd have certainly felt happy ,love n shy a little bit ,watching… https://t.co/DmFZUeM0pA",1
@CUBE_PTG HAPPY ANNIVERSARY NAMAN SER :),1
Happy Friday @annabelvtiffin @kellyforan @suzanne_hailey @maireadtsmyth @naziamogra @ellymoritz @katiemawdor @naominwt,1
even tho my grandma wasn’t a morning person she would still always call me buttass early to sign my happy birthday… https://t.co/sXrSmWBSZv,1
Got one of my life today and I can’t be happy because of SARS....... #EndSARS #EndPoliceBrutality,1
"Thank you @potus @realDonaldTrump @WhiteHouse 

and happy Leif Erikson day to all!! https://t.co/5ujDWk6hWW",1
@Cmullaa_ Yessss i can’t wait i’m happy she found her equal. #Chill https://t.co/SBYAqOqfI4,1
thank you so very much for making me so happy wooyoung,1
"— more than one account or a friend is happy to help out with the transaction it would be great! 

Wl: POSSIBLY a p… https://t.co/k9DvKEpYVX",1
"Happy Birthday Bae ❤

#HAPPYSUZYDAY
#20201010_배수지_생일축하해 https://t.co/MUmlEgnuY2",1
"REQUEST @arashi5official @MTV #FridayLivestream  

ARASHI's song was always with me when it was hard, sad, happy, a… https://t.co/SrkE0VpI70",1
@bts4eva123 Im happy for you,1
"happy birthday yangyang enjoy your day bestiee 🥰

#OurLiuYangyangDay
#刘扬扬1010生日快乐
#10월의선물_류양양_생일축하해
https://t.co/lP7OwczYaH",1
@futterwackening @ReallySwara @MARIJKEdeSOUZA @divyadutta25 @AzmiShabana @Kalyanmayee @PriyaSometimes @jitin0804… https://t.co/9nPmGOtl4y,1
@DominicDemers5 Happy #WorldEggDay!,1
@QasimRashid Been following you and happy to do so,1
Happy 1 month in kumu and happy 5M best boi @brentymanalo,1
"@Kaleidoband @codydawiz I read that at first as ""Happy Birthday to our beast""! Whether you consider that an insult… https://t.co/9n0xblO3ka",1
Happy birthday Dee! God bless your new age https://t.co/F05owbDe6k,1
"Coffee, much coffee. Time to grind y’all. Happy Friday!",1
@Ellis_Crane Happy Happy Birthday 🎊🎁,1
"@pedanticantics8 @GrowtheFKUP I am at least glad it is devastating the entertainment industry.

Especially when the… https://t.co/oW6QJcFyeZ",1
happy e peter 🥺 https://t.co/Bva9vQsm3X,1
"happy 4th anniversary pentagon! i fell in love with the way you smile laugh, the way you dance and sing. you're so… https://t.co/2OS7DN9nTd",1
"Progress. Not quite happy about all of them. But, urmmm ... https://t.co/dV2IKCQhep",1
"And yes, I'm a mess but I'm blessed
To be stuck with you
Sometimes it gets unhealthy
We can't be by ourselves,
We'l… https://t.co/bUvW9SLJT2",1
Happy Friday !!! Enjoy our sale all weekend long !!! No code needed. Automatically at checkout with orders $40 or m… https://t.co/68JGhDbrFK,1
Happy Friday and happy long weekend to all my Canadians 🙌🏽,1
Another team of escape room winners!!! Happy Friday👏👍⭐️ https://t.co/KJ93oquMuX,1
🥰🥰🥰 Thank you Marcus &amp; Gene @TheWuWu!! This makes me so happy 😊😊😊 love you both!! ❤️❤️❤️🐾🐾 https://t.co/2vK1yNWcWR,1
@greekgodpapadon @bWoStevie Happy Birthday Big Stevie Cool!!!,1
"@srinivas4ntr @tarak9999 Edit chimpesinav 🔥
😂😂

Happy Birthday 🎉🥳",1
@WholesomeTits I love you you are so beautiful your tits are so wholesome your amazing thank you for the wake up vi… https://t.co/shCDNTQ0We,1
hey soul sister makes me so happy he is just strumming that guitar,1
Got so happy that im finally getting dms but it turned out to be spam links,1
@gricelperalta2 @mayzee321 @SabineDi63 @BaarsMieke @janelisbon12b @spiritdancing23 @fong_janet @l_goyns @Zuni_77… https://t.co/uMXELqqZcA,1
"Happy Independence Day today! #AfricaUnite 
Our uganda brothers and sisters... #BSS
#wayborderhorizon https://t.co/ZcbQDh4U4j",1
@emrazz Happy Birthday!!!🎂🎁🎈,1
"Dear @NGRSenate @HouseNGR @NGRPresident,

We don't want any bloody reformation or ban of SARS, scrap it totally. Re… https://t.co/JSkzFI5iOJ",1
@mdnij34 He’s complicit.  He hasn’t denounced white supremacy and he hasn’t come out saying he is happy Gretchen Wi… https://t.co/b2rysJ4xl5,1
"#ThikBhulBhuleAami 
Really @Yash_Dasgupta 
ঠিক ভূল ভূলে আমি তোমার কাছে বাঁধা পরে গেছি 🤗
I love you alot!why don't u… https://t.co/OVeCg8ixnm",1
"@_10102016 @CUBE_PTG HAPPY 4EVER WITH PENTAGON
#Happy4EverWithPENTAGON
#우주의자랑_펜타곤_4주년축하해 
@CUBE_PTG #PENTAGON",1
"You know the drill furries, let’s wish another friend a happy birthday 🎊 https://t.co/0eU3ut58vK",1
"Happy birthday to our baby  Yangyang! 🎂🎉

@WayV_official @NCTsmtown
#OurLiuYangyangDay
#刘扬扬1010生日快乐… https://t.co/MpD234vrs7",1
Happy Friday everyone you all look great today!,1
"@cubeunited @CUBECLC Happy Birthday MY QUEEN OH SEUNGHEE!!! 💛💛💛💛💛💛💛
#OH_SEUNGHEE #SEUNGHEE #내가수_오승희_26번째_생일축하해… https://t.co/HmVcRgB944",1
"Happy Wedding Kak Fida dan suami 💕 I'm so happy for you, wishing you a long and happy marriage 💗 Semoga sakinah, ma… https://t.co/1TPSN9Jomp",1
"sigh I am sad and will probably be grouchy all day that this is the third job offer I’ve had to decline, opportunit… https://t.co/5lWTExTKyj",1
happy pentagon day 🥺💘,1
"@ReppinDaBay415 Yay! SO happy to see you again, my dear friend!! 🙋‍♀️♥️‼️",1
"To oomf
It must be a happy day for you cause I didnt bring that tweet in your tl (blessed my oomf)",1
Happy bday 💕💁🏻‍♀️ https://t.co/HeHcvxhptF,1
"@LivingScribe Jesus Christ, I swear these ppl are too much...why can’t they be happy for her? It takes effort, good for her.",1
"Happy birthday to this cute angel, Yangyang! You’re a blessing to all international fans. You deserve nothing but t… https://t.co/3GopI2ZDFx",1
"@axeguy50 Mmm, don’t delete 😉 Happy Friday !",1
@WFP_Ethiopia @WFP @swomamo @OCHA_Ethiopia @WFP_Africa Happy to see this keep it going congrats,1
"@glimmer517 @FoxNews Stay safe and happy . . .

*smile*",1
@starslitsky loving sçk wth all her heart nd posting all beautiful edits nd tweets of it ughh it makes my heart so… https://t.co/WeGK2g1ZwN,1
@Swati_IKR All farmers are happy 😍🤩,1
"@pkapostol Happy birthday, butet! 🥳Ingat always 🤟",1
"Happy Friday! Follow me on Instagram at https://t.co/qnkpHQWHj1  check out my new posts 😘😘
#FridayVibes… https://t.co/Z5L9zy9Ixx",1
"I'm just happy my Urdu counting is as good as @wasimakramlive.

#NationalT20cup",1
Happy 80th Birthday John Lennon ♥️,1
@BestFightPicks happy Bday! Hopefully our Braves give ya a World Series. Stay cool and cheers! 🍻,1
Happy Friday! For the first time in 2 years I feel well rested,1
Happy Friday! Here's something funny to start your weekend.  We're back in action tomorrow morning if you need us.… https://t.co/KJUFmj57vx,1
Something about black women absolutely dominating the music industry at the moment makes my souls very happy,1
"Happy Friday! We are starting to see some lovely autumn colors!
Our October Photo Challenge continues! Give Me That… https://t.co/prgWP1PoH1",1
@PatMSeymourVA Risk of rain 2 is awesome and I didnt know you play that and now i do and now I am happy,1
@karmaxkatelyn so happy for you 🥺💗,1
"@heyyymilordd happy color, pretty sure students depression dropped to 0%",1
@ecr9495 #14 Happy Birthday ECR #EveryCallerWins https://t.co/VASs4NAUwz,1
"Happy Yin Day at ปัญญาคาเฟ่

 4. ""He is Mickey""

reference: @yinyin_anw 

#หยิ่นวอร์ #หยิ่นอานันท์ #วอร์วนรัตน์… https://t.co/xKvEpsZ8Ro",1
@himemoriluna Happy birthday 🎈🎂🎁,1
Happy birthday bro! Hope you have a good one. 🍻 @1cooley_,1
"Happy birthday our Yangyang🎉❣

#OurLiuYangyangDay
#刘扬扬1010生日快乐
#10월의선물_류양양_생일축하해 https://t.co/fNvFE65OgO",1
#NiallHoranIsLoved love you so much nialler❤️ you make us so happy https://t.co/HICIBBgpuh,1
HAPPY LEIF ERIKSON DAY,1
"@Carlyledisco @iingwen Happy national day in advance
Love frm India",1
Happy Independence day Nandos🥺❤️,1
@costtaconcordia Just thinking about her being the ultimate boxer makes me happy https://t.co/QYGBE2SR8i,1
@dwdarlingharry HOW I LITERALLY TOLD YOU I LOVED YOU AND WANT YOU TO GO BACK TO PHOEBE IF IT MAKES YOU HAPPY,1
To Loggers young and old - Happy Homecoming and Family Weekend! #AlwaysaLogger https://t.co/ctpZc16upO,1
"@AsisatOshoala Happy birthday crush! 
May Allah in His infinite can-do continue to watch over!",1
@BohobeansUK Ahaha omg I’m so glad u found them 😂😂!! I’m so so happy u like them !!,1
People are usually happy to help one another out. That is until they are told it is acceptable to dump the responsi… https://t.co/D1w8UcOu0X,1
@kateleyn @Minecraft I hope axolotl friend with warden so can have axolotl frien and warden frien and be happy,1
@meltedmatt1 @UKCovid19Stats I want to happy about today’s figures but waiting fir them to come out and say we left… https://t.co/0hzXhuHsum,1
me tryin to reach the happy on the top shelf but I am only 5’2 and I cannot reach,1
"@cubeunited @chaerso @CUBECLC Happy Birthday Oh Seunghee!!!
#내가수_오승희_26번째_생일축하해 
#GoldenVoiceSeungheeDay 
#CLC #씨엘씨 #OH_SEUNGHEE",1
IM SOSOSO HAPPY OMG,1
"Happy Birthday to Lovely WayV Maknae🥺💚
@WayV_official 
@NCTsmtown
#YANGYANG
 #OurLiuYangyangDay
#刘扬扬1010生日快乐… https://t.co/B3uSxxE7zL",1
happy birthday to the most fun person i know 🥺 thank you yangyang for always radiating such happy and fun vibes eve… https://t.co/ilUVqA2208,1
"Happy birthday to @Myers_KWU!

An absolute lunatic, but loyal as they come. Have a great day, legend!… https://t.co/4ipCJbaIjX",1
"Happy heavenly bday to my idol Eddie 🙏❤
#VivaLaRaza https://t.co/dQ62bq1Ydq",1
"A lovely quote to end the day on. Happy Friday all! 

🦋🦋🦋🦋🦋🦋

#ALNFriday #additionallearningneeds #SEN… https://t.co/m0AXxfD2iO",1
@gabriel47x You’re so awesome 🥺 I’m so glad you appreciate my art man you have no idea how happy it makes me,1
I know you're happy and that you're back with grandpa. I wish you could make this hurt go away. I never regret the… https://t.co/zA1dNXovE9,1
"she is happy :(
https://t.co/QfPpRIWte9 https://t.co/MRzjbHkkDC",1
"You see the love for Filipinos for @BLACKPINK  and @taylorswift13 

I started with Taylor way back highschool... Im… https://t.co/x8OHpSCt13",1
#Happy4EverWithPENTAGON Already four years have passed. I love you more than yesterday. I am happy because of you😭😭… https://t.co/yQfrdnrRrm,1
"Happy Birthday!!🥺❤️

#OurLiuYangyangDay
#刘扬扬1010生日快乐
#10월의선물_류양양_생일축하해 https://t.co/vOvJWhz0ur",1
"@emrazz From a 200-followers tweeter to a 200000 followers Queen, Happy Birthday!",1
@PaisleyGina Happy Birthday 🎊🎁🎈🎂🎉,1
"@KevanKenney @arashi5official @MTV Thanks for giving us this wonderful opportunity!!!!!!
I'm so happy to hear that🌈… https://t.co/YxvgZyMDWj",1
"I hope you’re safe and happy, please always be safe. 

love,
Your once but no longer bubba. x",1
@ItzSuperSpeakin @JashAndreiRBLX Happy birthday super 👍,1
@kiwi_butterfly Happy LED @christianbjoy,1
@Gr8ByChoice574 Happy birthday 🎁🎊🎈!!!!!,1
"Customer: I WANT TO SPEAK TO YOUR SUPERVISOR! 🗣

Me: (Knowing the wait time for EHD 10+ min) I’d be more than happy to xfer your call 🙃",1
"Good morning! Happy Friday🙂 If you did not pick up materials for your student and or the Fun Run T-shirt and badge,… https://t.co/nwQWOVGfLE",1
"@lolesports As a eu fan i m happy that all my pickemd are right 😎 , unlucky for rogue btw",1
"Screaming happy birthday to the woman that made me. Thank you for teaching me to be an independent woman, a woman o… https://t.co/n5rn4scAHr",1
@CUBE_PTG hi happy anniversary!!❤,1
ain't happy,1
It's our lovely president's birthday today! Everyone please wish a big Happy Birthday to Nina💚 We love her and this… https://t.co/ovGaP1IbkP,1
xion looks so happy when his solo vlive got 10M hearts and keep thanking tomoons😭💞 https://t.co/j6FacLP71g,1
@Scaree_Saree 😍😍😍 happy anniversary!!! Gorgeous photos!!,1
@JamieButon Since i chose celibacy I'm happy,1
Good morning and happy Friday my loves!! You know what that means!! Feet Friday.😍 check out my onlyfans to see my s… https://t.co/J1qyT6iGHx,1
i envy those ppl na wala na stress ug happy lang sa life :(,1
"@Assassin_Brawl Im happy that y'all will miss me 🖤🥺
I think my Karma s were grt that i got such a gud community
Tq",1
Have the confidence to walk away if you aren’t happy,1
Happy Friday 😌.,1
"am i happy that thay attacked to hard? yes. yes i am. keep wrecking my bias list please

@pledis_17 #SVT_SEMICOLON https://t.co/oWBte66Tak",1
"10 years ago today, @markoff shared what it was like to take a self-driven spin with one of X's earliest projects.… https://t.co/TQmezWjGsp",1
@Macroceli Happy birthday!,1
Would you be happy with a $10 cash price average on your 2021 soybeans?,1
My mom is 68 been raised as an only child her whole life after her dad left then passed away a while after. She jus… https://t.co/S4Zm21sUVk,1
Oh yeah @ bella happy b day,1
"Happy Birthday to my Angel
I had a dream to meet u once in my life Love You Forever @Rakulpreet #HBDRakulPreet",1
"Happy birthday to my lil baby🥺🥳💚 

@WayV_official @NCTsmtown
#OurLiuYangyangDay
#刘扬扬1010生日快乐
#10월의선물_류양양_생일축하해

 https://t.co/1fi2CgW047",1
happy friday 💫,1
"@princeof_greed Ahaha! Thank you, Mammon. I can go to sleep happy. Good night!",1
@PrinceNEnwerem Happy independence day to you all #SayAPrayerForPrince,1
@iamCynthiaPeter @lilpiiimp_tune happy birthday,1
@voidteam_sun @DoctorResponds @BruntonTegan @TheWhospage @andrea_whovian @AstonmartinBond @StickyPavement… https://t.co/tXCpSj9gpp,1
@gkittle46 oh hey there! Happy birthday to the best right end! Enjoy your day!,1
@HistoiresdeMF happy birthday @jeff_dahlgren @LudovicHvr https://t.co/ujEVVU7P16,1
"Join us in wishing Rickie a Happy Birthday 🥳🎂🎉

#BoilerUp https://t.co/pg1LLMHEdG",1
"🥳 Happy birthday 🎂💚❤️😊
#HappyYangYangDay 
#OurLiuYangyangDay 
#刘扬扬1010生日快乐 https://t.co/3DfNEazfeo",1
"Happy Pay day! You already know what to do 💸💸💸

Findom https://t.co/elOqIrrwB3",1
"Ya Allah Please Make Happy Today, Tomorrow And Forever... https://t.co/IHy99sI2OH",1
Happy birthday my 1st and last girl crush ever! thank u for being born and coming into my life. hope u r surrounded… https://t.co/Np7hrbwTQL,1
"happy birthday yangyang!
our angel, thank you for everything that you do for us. we are always grateful for you and… https://t.co/XGSUOl2hxj",1
"@jiminesgf kee thankyou for asking, cantik. im okay, be happy ya ke hehe happiness looks good on you❤️",1
The fact Insomniac could see this tweet yet they couldn’t see mine and wish me a happy birthday 😞 https://t.co/CUOZMOQYDw,1
Happy fridaay,1
@TaekookBST Happy birthday to our king 👑,1
i may or may not have sat here happy crying while scrolling the #ProudParent hashtag 😭,1
@ctrldexter @detanlm @valnitto @chartdata @LittleMix Look at your favorite albums of the year! They made 0 noise. E… https://t.co/8nrwMT2qea,1
"I'M SO HAPPY TODAYY😊

#A",1
@Ellis_Crane Happy Birthday my Libra sister♎️!,1
"nishinoya saved the ball AND my life with this scene alone. happy birthday king 🎈

 https://t.co/ubuj241sXj",1
If your not happy with me then why stay,1
@QuestingRefuge @Commissariat12 @petercoffin I don't think we can morally weigh an action if there is no way to kno… https://t.co/19Z9Bry4oq,1
"Happy 58th independence anniversary, Uganda https://t.co/RLXzolYRHs",1
@thirtysix77 Happy birthday beautiful🥳,1
"Everyday we wake up and try to put on a smile. We know that Jonathan is with God, happy and safe. But it is all a f… https://t.co/ADuy1K0Slt",1
"happy birthday, crush!!! ❣️ https://t.co/k4p8SlL1hh",1
"@Mindgig @SchoolPsychMsB @ranpuba Interesting that you don’t see her as lifting women up. Black women are women, an… https://t.co/CF1eE9anN9",1
"@king_marmot @jameszad @johntailor2048 @DailyMail Illegal drugs/guns, not stuff
Need to catch them in the act at ho… https://t.co/DoexJfeOEA",1
I’m thankful @kenmatsen exist Happy Friday 🙃,1
"Happiness bday yangyang, i wish u the best 🥺 wish u r always healthy, happy, get more career and self development o… https://t.co/Emqe6xIOFM",1
They’re so happy here 😭 oh God wtf is gonna happen 😱 I don’t need Fridays anymore I need Wednesdays... https://t.co/RUHkz0v1ZW,1
"@LeviABx I am one of the grips holding a light, could not care less about any of this, just happy to get my pittanc… https://t.co/e5nvpC3YXG",1
@positivesteven Happy birthday 🤩💙,1
@desi_bts_army Happy birthday 💜🎉,1
"Happy birthday 🐏🐏 LIU YANGYANG!! I wish that all the wishes you get this year come true, have a wonderful and amazi… https://t.co/9g0hRUwLIt",1
Happy Independence Day 🇺🇬🇺🇬🇺🇬Ugandan by birth not blood #happyindependencedayuganda 🇺🇬🇺🇬🇺🇬🇺🇬🇺🇬🇺🇬🇺🇬🇺🇬🇺🇬🇺🇬 https://t.co/mkHfuwbjK9,1
"this the mun talking. 

Happy birthday to our innocent green apple that grew up being raspberry wine~ our duck quee… https://t.co/ss1q7tCWFv",1
"Happy Independence Day Uganda🇺🇬

From EKA Music, @giovanikiyingi

#independenceday 
#uganda🇺🇬 https://t.co/WLoeKz55e5",1
"@rylandstormss you are a human who helps thousands of people to be happy. with a smile from you, their day changes.… https://t.co/OHlFeMA8NN",1
🎉 We want to wish a BIG Happy 10th Year Anniversary to our clients Safe Harbor Title! We're so thankful to be worki… https://t.co/6qS29RVVPR,1
Happy birthday babe @Jue_ob ❤️🥳🥳,1
happy birthday eddie guerrero,1
"Happy National Curry Week from the other Spice Girl, Mel A 😜! 

#makeitspicepots #nationalcurryweek… https://t.co/m7i9PHCCUS",1
happy birthday sweetie 😗💖 https://t.co/7LiJaR5L8R,1
Something i think is odd about some of the console war arguments is that Ps fanbois still keep mocking Xbox for mak… https://t.co/kEOW85lE1Y,1
"What's your favorite song in Mama's Boy Album? 
mine: (what I wish just one person would say to me) aka happy for y… https://t.co/OoGEJmWXnk",1
Happy Birthday to this dime piece. Thankful to have you in my life and for always keeping things exciting. Hope you… https://t.co/NMOMmYHiSU,1
also it looked like jky was waiting for jkj which makes me Very Happy. come and hug me is still an all-time fave for me,1
@Thando_Thabethe Happy Friday to you too sweetie ❤️,1
"Happy Yangyang day!~ 
be happy and be health. Thank you for working hard &lt;3
We love u ❤️

#OurLiuYangyangDay… https://t.co/PNO5ZiXAmp",1
"Happy happy birthday, sweet friend ❤️ @yourfavealison https://t.co/F8IDNx5DIi",1
"Sometimes I wish I was born on my dads birthday like I was supposed to be but he deserves his own 🥺
I love him so m… https://t.co/mrv2lmGRD6",1
"No more sad and tears,, lets be happy..💃💃💃💃💃",1
@LammanRucker Happy birthday!! God bless you! 🎉🎊,1
@_stickfab_ happy day bro,1
"Happy 7th Birthday to our ""Kung Fu Piano: Cello Ascends"" video which took many miracles being stitched together in… https://t.co/xtZtmG3m9Q",1
@JacksonWorld Happy birthday Jackson xxx,1
"@game7__ @ShitBsbPlyrsSay He's a really great player, I saw him when he was an Oriole.  That being stated, I'm really happy that he's gone.",1
Happy birthday #Yangyang #OurLiuYangyangDay #刘扬扬1010生日快乐 #10월의선물_류양양_생일축하해 https://t.co/PGuliZ8xhB,1
not his birthday in my country yet  but Happy Birthday to one of the Best Main Characters to exist and my favorite… https://t.co/bG4cV8Ng7l,1
"happy birthday ten's little bro 🥰

#OurLiuYangyangDay
#刘扬扬1010生日快乐
#10월의선물_류양양_생일축하해 https://t.co/PfmFo2NkTo",1
life was better when i was counting down the days until i saw one direction and 5sos live and i had tape in between… https://t.co/bE2Yzfegig,1
"happy birthdaaay my sunshine. i love you so much 🥺 enjoy your day talented king !! ❤️ 

#OurLiuYangyangDay… https://t.co/5LlBhO6eTQ",1
@jakeluv3r I'm so happy😭😭,1
"@CUBE_PTG HAPPY 4 YEARS!!! I LOVE YOU

#Happy4EverWithPENTAGON 
#우주의자랑_펜타곤_4주년축하해 
@CUBE_PTG #PENTAGON #펜타곤",1
Tgif 🍻 Advance Happy birthday! @vincepaololee 🎂 https://t.co/WMYA1rKkAu,1
HELOOOO I GOT 20/20 😭❤️❤️❤️ I'M SO HAPPY https://t.co/hg73g3q6sw,1
"@StreetNightLive They sold out within 3 minutes of the page launching RIP. They aren’t worth the resale, I hope the… https://t.co/fsTdTMMoyK",1
Happy Leif Erickson day! https://t.co/pBrfvDDLCU,1
@SishoreTS @MarcusMergulhao @KeralaBlasters @_thegoalstory Very happy to hear positive feedback from subscribers 😍 keep supporting,1
@emrazz Happy birthday darling. Hope you have a nice glass of rosé and a good piece of cake 😘🍰,1
@jetiicody that’s great! mines been good too i got my bio test back and i’m really happy with it :D,1
"@CUBE_PTG Happy 4th anniversary!!! You worked so hard in the past 4 years! Universes are very proud of you, Yuto!🥺… https://t.co/Q4aubu4DSi",1
"@joelockhart @DanRather @CrissyPerham No parent would let @realDonaldTrump drive their child’s 🚌

@GOP happy to let… https://t.co/FMGgU0yknu",1
"Woke up healthy and happy. Thank God for another day, it’s a blessing .",1
You make me happy,1
@AtandraKumar .... you could at least lie and make me happy,1
See how I antagonise everybody. Now I have attacked Shashi Tharoor of all the people. I mean just look at my audaci… https://t.co/7h3z2MU1w6,1
"I act happy but really aren't 
I act smart but really I'ant 
I act like a bitch but really Love you 
I act weird when I'am surround you",1
#GoldenVoiceSeungheeDay happy birthdayy ilyyy,1
@JaacksHappyHour  happy half hour? What happened use to love listening to Robbies story’s,1
thank you for those of you who wished my mom a happy birthday you guys are amazing! I plan to show her later today,1
@KLM_Wolfmama Well I’m happy I could help provide you with a good laugh. It’s definitely food for the soul. 😂❤️,1
@DStepJr happy birthday my boy ❤️,1
"I'm happy the how it started trend went on to something else, you relationship people were killing us 😹",1
@sleepyhead2010 Happy Day of Leif Erickson haha.,1
Happy birthdayyy🎉❤️ @ken_maulion @maulion_kim,1
